Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
Partly Cloudy,rain,19.97777777777777,19.97777777777777,0.32,10.0142,42.0,9.982,1023.67
Partly Cloudy,rain,5.538888888888888,5.538888888888888,0.89,3.1395,305.0,15.826300000000002,1018.95
Overcast,rain,12.127777777777776,12.127777777777776,0.9,14.312900000000004,30.0,8.1949,1021.01
Partly Cloudy,rain,0.1777777777777779,-2.922222222222223,0.83,9.3863,245.0,7.4543,1014.37
Clear,snow,-2.938888888888888,-2.938888888888888,0.79,3.22,320.0,9.6117,1038.87
Partly Cloudy,rain,17.783333333333335,17.783333333333335,0.64,12.783400000000002,358.0,16.1,1020.06
Overcast,rain,15.994444444444444,15.994444444444444,1.0,7.615300000000001,341.0,3.2844,1019.0
Overcast,rain,16.06666666666667,16.06666666666667,0.87,13.685,110.0,9.982,1012.88
Overcast,rain,5.483333333333332,5.483333333333332,0.96,3.1073,347.0,5.9731000000000005,1022.3
Overcast,rain,13.916666666666664,13.916666666666664,0.83,24.0534,49.0,15.826300000000002,1003.65
Overcast,rain,16.133333333333333,16.133333333333333,0.87,4.6851,82.0,6.1985,1021.59
Overcast,rain,11.138888888888888,11.138888888888888,0.86,14.023100000000005,119.0,11.9784,1015.58
Partly Cloudy,snow,-9.166666666666666,-9.166666666666666,0.92,3.0751,160.0,11.8979,1030.43
Mostly Cloudy,rain,3.922222222222224,3.922222222222224,0.62,3.3488,225.0,14.0875,1031.35
Overcast,rain,17.438888888888886,17.438888888888886,0.78,22.5561,279.0,3.4937,1008.23
Overcast,rain,9.283333333333337,7.222222222222222,0.78,13.685,310.0,15.826300000000002,1010.83
Overcast,rain,17.75,17.75,0.97,8.8389,200.0,5.9731000000000005,1010.1
Partly Cloudy,rain,14.97777777777778,14.97777777777778,0.93,1.5295,310.0,16.0517,1015.81
Mostly Cloudy,rain,7.733333333333334,5.3,0.89,13.846,150.0,11.8496,1004.09
Mostly Cloudy,rain,10.966666666666669,10.966666666666669,0.93,7.550900000000001,119.0,3.880100000000001,1019.58
Partly Cloudy,rain,17.800000000000004,17.800000000000004,0.96,,152.0,11.27,1005.59
Foggy,snow,-2.85,-5.394444444444445,0.96,6.262900000000001,162.0,0.4508000000000001,1026.3
Mostly Cloudy,rain,26.094444444444445,26.094444444444445,0.39,6.810300000000001,76.0,10.3523,1014.04
Mostly Cloudy,rain,2.7777777777777777,-0.2666666666666669,0.89,11.27,140.0,12.075,1011.6
Partly Cloudy,rain,32.02777777777778,33.49444444444445,,4.3631,60.0,16.1,
Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.35,7.889000000000001,113.0,15.552600000000002,1014.17
Overcast,rain,8.838888888888887,6.544444444444445,0.93,14.6188,31.0,10.0464,1007.68
Overcast,rain,,16.038888888888888,0.93,16.9211,351.0,11.8979,1006.13
Mostly Cloudy,rain,25.022222222222226,25.022222222222226,0.61,10.6582,171.0,9.982,1014.65
,rain,27.73333333333333,27.855555555555554,0.46,16.9694,151.0,16.1,1013.61
Overcast,rain,1.1666666666666674,1.1666666666666674,0.93,0.6923,280.0,4.2665,1035.52
Foggy,snow,-0.5833333333333337,-0.5833333333333337,1.0,3.3327,323.0,0.0966,1016.18
Overcast,snow,-3.888888888888889,-3.888888888888889,0.92,3.6064000000000007,313.0,3.912300000000001,1019.53
Partly Cloudy,rain,13.883333333333336,13.883333333333336,0.72,3.22,320.0,16.1,1025.63
Mostly Cloudy,rain,2.966666666666669,0.6944444444444444,0.87,8.2593,38.0,5.0393,1024.62
Mostly Cloudy,rain,4.927777777777776,0.4055555555555538,0.76,25.3575,291.0,,1013.89
Overcast,rain,19.21666666666667,19.21666666666667,0.89,6.1341,229.0,14.3934,1015.96
Partly Cloudy,rain,29.34444444444444,31.66111111111111,0.6,7.985600000000001,129.0,10.4006,1014.55
Partly Cloudy,rain,18.93333333333333,18.93333333333333,0.43,9.6761,309.0,9.982,1020.29
Overcast,rain,8.805555555555555,8.094444444444443,,6.0697,131.0,6.6493,1005.76
Partly Cloudy,rain,18.227777777777774,18.227777777777774,0.71,5.554500000000001,,15.826300000000002,1014.1
Mostly Cloudy,rain,27.800000000000004,27.922222222222224,0.46,15.3433,240.0,10.4006,1005.65
Partly Cloudy,rain,14.683333333333334,14.683333333333334,0.91,6.2146,32.0,14.9569,1024.75
Foggy,rain,8.794444444444444,8.794444444444444,0.94,2.415,205.0,1.4812,1007.74
Clear,rain,4.849999999999998,3.5277777777777786,0.93,6.118,358.0,14.876400000000002,1027.29
Mostly Cloudy,rain,12.711111111111112,12.711111111111112,0.58,9.032100000000002,179.0,9.982,1018.71
Mostly Cloudy,rain,6.455555555555554,4.027777777777778,0.79,12.0589,170.0,10.0786,1018.39
Partly Cloudy,rain,2.872222222222223,0.2333333333333342,0.95,9.5634,262.0,11.27,1020.99
Overcast,rain,12.455555555555556,12.455555555555556,0.78,3.0429,114.0,15.826300000000002,1016.68
Foggy,snow,-7.244444444444444,-11.161111111111111,0.96,7.824600000000001,91.0,2.5921000000000003,1004.09
Overcast,rain,8.377777777777776,5.644444444444442,0.76,17.3075,161.0,15.826300000000002,1015.5
Mostly Cloudy,rain,18.772222222222226,18.772222222222226,0.97,3.22,330.0,15.7297,1010.91
Overcast,rain,7.222222222222222,5.116666666666667,0.94,11.1412,179.0,4.008900000000001,1012.66
Overcast,rain,3.866666666666667,2.261111111111111,0.92,6.5205,279.0,14.9086,1009.75
Partly Cloudy,rain,9.033333333333331,7.411111111111113,0.78,10.448900000000002,147.0,15.1823,1025.18
Overcast,rain,6.172222222222222,2.922222222222221,0.76,17.0499,307.0,9.982,1008.57
Mostly Cloudy,rain,14.905555555555551,14.905555555555551,0.71,3.976700000000001,105.0,9.982,1018.99
Breezy and Mostly Cloudy,rain,4.905555555555555,-0.5777777777777773,0.77,36.643600000000006,140.0,15.826300000000002,985.4
Clear,rain,23.86111111111111,23.86111111111111,0.4,12.8317,340.0,9.982,1014.23
Mostly Cloudy,,16.6,16.6,0.87,6.0536,171.0,14.9086,1010.48
Partly Cloudy,rain,23.88888888888889,23.88888888888889,0.5,9.66,290.0,11.27,1014.3
Partly Cloudy,rain,24.938888888888886,24.938888888888886,0.69,5.4579,130.0,9.982,1014.59
Mostly Cloudy,rain,17.21666666666667,17.21666666666667,0.67,2.9463000000000004,339.0,9.982,1027.79
Partly Cloudy,rain,7.105555555555555,4.055555555555554,0.55,17.2753,201.0,9.982,990.17
Mostly Cloudy,rain,,4.9,1.0,3.22,60.0,3.912300000000001,0.0
Clear,rain,15.416666666666666,15.416666666666666,0.96,3.22,170.0,6.0697,1016.63
Mostly Cloudy,rain,9.949999999999998,8.038888888888888,0.85,13.6045,11.0,9.982,1016.75
Partly Cloudy,rain,8.972222222222221,7.877777777777778,0.7,7.711900000000001,199.0,9.982,1020.63
Partly Cloudy,snow,-0.5555555555555556,-5.477777777777778,0.69,,311.0,14.9569,1020.23
Clear,rain,4.144444444444445,0.5333333333333338,0.74,16.1483,151.0,14.876400000000002,1018.42
Partly Cloudy,rain,18.37222222222222,18.37222222222222,0.89,11.1573,202.0,16.1,1011.86
Clear,rain,4.666666666666666,4.666666666666666,,2.9946,192.0,9.982,1020.32
Mostly Cloudy,rain,13.794444444444444,13.794444444444444,0.6,12.9605,282.0,11.27,1015.09
Partly Cloudy,rain,13.333333333333334,13.333333333333334,0.55,11.27,150.0,16.1,1013.2
Mostly Cloudy,rain,17.200000000000003,17.200000000000003,0.9,6.7781,254.0,11.9784,1009.81
Clear,rain,22.950000000000003,22.950000000000003,0.34,11.914,328.0,10.3523,1015.35
Partly Cloudy,rain,3.888888888888889,3.888888888888889,0.82,4.83,20.0,8.05,1023.8
Mostly Cloudy,rain,2.727777777777776,-2.0388888888888896,0.96,22.024800000000003,31.0,10.8192,1006.13
Overcast,rain,7.866666666666664,5.322222222222221,0.77,14.828100000000004,169.0,10.3523,1017.8
Mostly Cloudy,rain,32.266666666666666,31.13333333333334,0.3,15.649200000000002,10.0,16.1,1016.61
Overcast,snow,-6.016666666666666,-6.016666666666666,0.92,2.9463000000000004,55.0,3.2844,1035.41
Overcast,rain,7.755555555555556,5.82222222222222,0.9,10.7548,170.0,10.851400000000002,1024.73
Mostly Cloudy,rain,12.77777777777778,12.77777777777778,0.82,5.0715,24.0,9.982,1020.88
Partly Cloudy,rain,26.04444444444444,26.04444444444444,0.44,9.3058,338.0,10.2557,1016.43
Overcast,rain,18.194444444444443,18.194444444444443,1.0,3.2683,8.0,3.976700000000001,1016.61
Overcast,rain,11.066666666666668,11.066666666666668,0.93,3.5420000000000007,293.0,9.6761,1012.42
Mostly Cloudy,rain,18.022222222222226,18.022222222222226,0.27,14.441700000000004,173.0,10.3362,1001.95
Partly Cloudy,rain,14.305555555555555,14.305555555555555,0.43,8.7423,170.0,10.3523,1016.45
Partly Cloudy,rain,23.383333333333336,23.383333333333336,0.73,6.7298,211.0,15.826300000000002,1014.58
Overcast,,7.644444444444442,5.122222222222222,0.83,14.2807,155.0,11.27,1008.27
Clear,rain,0.3388888888888886,-4.800000000000001,0.61,20.0445,0.0,15.826300000000002,1014.84
Partly Cloudy,rain,27.77777777777778,27.399999999999995,0.39,7.1645,353.0,9.982,1018.29
Partly Cloudy,rain,7.222222222222222,7.222222222222222,0.79,0.0,0.0,8.05,1020.7
Partly Cloudy,rain,12.977777777777778,12.977777777777778,0.62,7.5187,190.0,10.577700000000002,1024.09
Mostly Cloudy,rain,10.738888888888887,10.738888888888887,0.72,12.783400000000002,177.0,10.6743,1019.06
Partly Cloudy,rain,22.82222222222222,22.82222222222222,0.89,7.760200000000001,301.0,9.982,1016.49
Partly Cloudy,rain,26.03888888888889,26.03888888888889,0.5,9.2897,149.0,16.1,1012.29
Mostly Cloudy,rain,6.066666666666667,4.005555555555556,0.75,9.7244,301.0,9.982,1014.03
Partly Cloudy,rain,13.127777777777778,13.127777777777778,0.89,4.588500000000001,231.0,14.5222,1006.45
Partly Cloudy,rain,13.333333333333334,13.333333333333334,0.9,14.49,270.0,16.1,1013.0
Partly Cloudy,rain,22.77777777777778,22.77777777777778,0.34,16.1,20.0,9.982,1024.9
Foggy,rain,3.738888888888887,3.738888888888887,0.96,3.1234,173.0,1.8998,1020.86
Overcast,snow,-5.0,-10.444444444444445,0.84,14.49,320.0,6.118,1022.8
Mostly Cloudy,rain,18.177777777777777,18.177777777777777,0.57,10.448900000000002,342.0,14.9569,1016.31
Light Rain,rain,11.244444444444447,11.244444444444447,0.9,8.0983,169.0,4.025,
Overcast,rain,2.083333333333333,2.083333333333333,0.75,0.9338,,6.0375000000000005,1028.81
Partly Cloudy,rain,3.2944444444444443,-1.988888888888888,0.71,28.2394,301.0,15.1823,1013.56
Overcast,rain,2.6611111111111105,-0.3666666666666667,0.96,11.0929,13.0,3.6547,998.07
Partly Cloudy,rain,27.133333333333336,26.450000000000003,0.29,12.4936,357.0,10.3684,1020.57
Partly Cloudy,rain,20.0,20.0,0.77,24.890600000000003,229.0,11.2056,1006.5
Clear,rain,20.444444444444443,20.444444444444443,0.87,3.22,90.0,15.6009,1009.22
Mostly Cloudy,rain,25.05,25.05,0.5,4.717300000000001,247.0,11.27,0.0
Partly Cloudy,rain,11.127777777777778,11.127777777777778,0.93,3.0751,330.0,3.3971,1022.78
Partly Cloudy,rain,32.82777777777778,32.84444444444445,0.37,9.8854,280.0,16.1,1016.99
Mostly Cloudy,rain,23.911111111111115,23.911111111111115,0.62,7.985600000000001,270.0,11.125100000000002,1006.21
Partly Cloudy,rain,23.688888888888886,23.688888888888886,0.38,7.212800000000001,169.0,9.982,1011.72
Partly Cloudy,rain,4.444444444444445,4.444444444444445,0.76,0.0,0.0,16.1,1023.4
Overcast,rain,11.144444444444446,11.144444444444446,0.7,22.4273,298.0,11.0768,1021.52
Clear,rain,10.555555555555555,10.555555555555555,0.95,0.0,0.0,16.1,1018.02
Mostly Cloudy,snow,-3.9166666666666665,-7.361111111111111,0.78,8.1305,291.0,7.905100000000001,1011.67
Mostly Cloudy,rain,18.694444444444446,18.694444444444446,0.92,7.0035,327.0,14.586600000000002,1004.78
Clear,snow,-4.744444444444444,-10.13888888888889,0.84,14.5222,212.0,6.1985,1008.74
Mostly Cloudy,rain,18.61111111111111,18.61111111111111,0.84,17.0338,41.0,11.0446,1006.05
Partly Cloudy,rain,12.155555555555557,12.155555555555557,0.74,4.8139,9.0,16.1,1021.57
Clear,rain,1.6055555555555558,1.6055555555555558,0.89,3.22,220.0,6.1985,1029.41
Clear,rain,24.86111111111111,24.86111111111111,0.53,6.279,311.0,15.826300000000002,1012.73
Foggy,snow,-7.222222222222222,-13.88888888888889,0.88,17.71,290.0,2.5760000000000005,999.8
Mostly Cloudy,rain,27.77777777777778,27.47777777777777,0.4,12.4936,249.0,9.982,1009.07
Overcast,rain,12.711111111111112,12.711111111111112,0.96,14.1841,9.0,6.118,1014.7
Clear,rain,12.083333333333334,12.083333333333334,0.84,6.1019000000000005,129.0,14.812,1021.31
Mostly Cloudy,rain,22.22222222222222,22.22222222222222,0.49,11.27,10.0,9.982,
Mostly Cloudy,rain,0.5944444444444446,-2.605555555555556,0.83,10.0786,117.0,14.9569,1015.59
Partly Cloudy,rain,1.2333333333333327,1.2333333333333327,0.79,4.0733,41.0,9.9015,1028.6
Mostly Cloudy,rain,27.872222222222224,27.416666666666664,0.38,10.8192,270.0,11.2056,1008.39
Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.56,9.66,170.0,11.27,1010.8
Foggy,rain,2.1722222222222203,2.1722222222222203,0.62,4.7978000000000005,4.0,1.2719,1008.82
,rain,5.95,1.5222222222222233,0.93,27.4505,140.0,8.1949,1006.83
Mostly Cloudy,rain,19.35,19.35,0.81,6.3756,338.0,15.826300000000002,1011.72
Mostly Cloudy,rain,5.0,5.0,0.85,3.1878,345.0,11.2056,1021.9
Partly Cloudy,rain,19.92777777777778,19.92777777777778,0.78,6.262900000000001,139.0,16.1,1012.77
Partly Cloudy,rain,7.622222222222222,4.966666666666665,0.5,15.230600000000004,160.0,16.0517,1015.55
Clear,rain,4.861111111111111,2.316666666666668,0.71,10.8997,169.0,9.9015,1022.5
Partly Cloudy,snow,-2.8111111111111104,-2.8111111111111104,0.79,4.395300000000001,343.0,5.796,1023.69
Mostly Cloudy,rain,13.91111111111111,13.91111111111111,0.55,21.4291,158.0,9.982,1015.42
Partly Cloudy,rain,24.75555555555556,24.75555555555556,0.25,9.0643,55.0,10.3523,1015.41
Clear,rain,6.188888888888889,4.583333333333333,0.79,7.840700000000001,348.0,8.1305,1031.42
Foggy,rain,0.9222222222222204,-3.327777777777777,0.93,15.375500000000002,64.0,2.4472,1010.41
Mostly Cloudy,rain,7.777777777777778,6.0555555555555545,0.76,9.66,350.0,9.982,1017.2
Partly Cloudy,rain,13.93888888888889,13.93888888888889,0.67,8.05,70.0,16.1,1019.21
Partly Cloudy,snow,-1.033333333333333,-6.855555555555556,0.67,22.2985,10.0,9.982,1012.46
Partly Cloudy,rain,28.86111111111111,28.14444444444444,0.36,4.8139,182.0,,1013.41
Overcast,rain,3.888888888888889,2.855555555555556,0.93,4.9588,140.0,5.5867,1035.81
Overcast,rain,17.166666666666668,17.166666666666668,0.97,12.9605,312.0,9.1287,1011.11
Foggy,rain,2.922222222222221,0.7555555555555552,0.95,7.840700000000001,140.0,0.2898,1027.96
Overcast,rain,8.872222222222222,7.677777777777777,0.89,8.0822,2.0,9.982,1025.75
Foggy,snow,-4.038888888888888,-4.038888888888888,0.98,2.3989000000000003,26.0,2.9624,1027.67
Partly Cloudy,rain,29.04444444444444,28.916666666666668,0.43,7.550900000000001,98.0,9.982,1020.17
Overcast,rain,12.105555555555554,12.105555555555554,0.71,25.4219,339.0,10.2557,1011.58
Mostly Cloudy,rain,25.022222222222226,25.022222222222226,0.36,9.7083,191.0,16.1,1014.08
Partly Cloudy,rain,23.86111111111111,23.86111111111111,0.45,9.2897,176.0,9.982,1017.68
Breezy and Overcast,rain,8.711111111111112,4.911111111111113,0.81,29.9943,159.0,14.876400000000002,986.44
Foggy,snow,-1.911111111111112,-8.877777777777778,0.95,29.4147,9.0,0.8855000000000002,1015.42
Mostly Cloudy,rain,,0.8944444444444442,0.95,7.1967,265.0,6.295100000000001,1018.93
,rain,15.18333333333333,15.18333333333333,0.72,9.4507,181.0,8.1305,1011.3
Clear,rain,13.194444444444445,13.194444444444445,0.88,9.5473,102.0,8.227100000000002,1018.9
Partly Cloudy,rain,18.88888888888889,18.88888888888889,0.65,22.540000000000003,290.0,11.27,1015.9
Overcast,rain,16.233333333333334,16.233333333333334,0.96,3.5098000000000003,276.0,14.9569,1011.77
Mostly Cloudy,rain,16.2,16.2,0.87,13.1054,239.0,11.27,1009.97
Mostly Cloudy,snow,-3.9833333333333343,-6.872222222222224,0.79,6.6493,309.0,9.7566,1011.67
Mostly Cloudy,rain,28.78333333333333,27.744444444444444,0.31,8.7423,167.0,,1015.41
Partly Cloudy,rain,10.083333333333334,10.083333333333334,0.98,1.8837,163.0,3.751300000000001,1023.77
Mostly Cloudy,rain,18.8,18.8,0.74,17.114300000000004,129.0,10.0464,1012.7
Partly Cloudy,rain,28.561111111111103,28.37222222222222,0.42,3.1234,313.0,11.3988,1018.08
Mostly Cloudy,snow,-1.0611111111111111,-5.288888888888888,0.97,12.9766,342.0,4.4758,1012.65
Partly Cloudy,rain,28.883333333333333,29.377777777777776,0.49,10.9319,22.0,16.1,1018.04
Foggy,,7.76111111111111,5.583333333333332,0.94,12.2038,161.0,2.2057,1023.41
Mostly Cloudy,rain,2.155555555555557,-1.3055555555555562,0.8,12.6385,271.0,7.3416,1022.68
Partly Cloudy,rain,24.944444444444446,24.944444444444446,0.39,19.6259,263.0,10.3523,1010.2
Partly Cloudy,rain,8.266666666666667,6.466666666666667,0.96,10.5938,129.0,6.1985,1018.59
Clear,rain,18.883333333333333,18.883333333333333,0.62,6.44,150.0,,1015.68
Mostly Cloudy,rain,15.97222222222222,15.97222222222222,0.97,11.125100000000002,310.0,15.649200000000002,1000.37
Mostly Cloudy,rain,6.111111111111111,6.111111111111111,0.55,1.61,70.0,11.27,1025.6
Mostly Cloudy,snow,-1.0388888888888894,-1.0388888888888894,0.88,4.7334000000000005,229.0,9.982,1032.99
Mostly Cloudy,rain,12.127777777777776,12.127777777777776,0.8,10.8675,0.0,9.5795,1024.17
Clear,rain,11.11111111111111,11.11111111111111,0.61,17.71,170.0,9.982,1013.7
Partly Cloudy,rain,27.800000000000004,27.68888888888889,0.43,20.608000000000004,159.0,10.0464,995.76
Mostly Cloudy,rain,11.11111111111111,11.11111111111111,0.59,14.49,20.0,16.1,1019.3
Overcast,rain,7.083333333333333,4.255555555555554,0.87,15.552600000000002,22.0,8.372000000000002,1030.36
Partly Cloudy,rain,31.05555555555556,29.60555555555556,0.28,7.486500000000001,304.0,10.3523,1013.07
Partly Cloudy,rain,16.22222222222222,16.22222222222222,0.58,25.6473,258.0,11.4471,1001.95
Mostly Cloudy,rain,19.95,19.95,0.46,7.695800000000001,335.0,9.982,1018.29
Overcast,rain,12.166666666666666,12.166666666666666,0.85,1.3041000000000005,199.0,11.1412,1012.82
Foggy,rain,2.255555555555557,0.4999999999999992,0.99,6.230700000000001,132.0,1.1914,1026.43
Mostly Cloudy,,6.205555555555557,4.527777777777777,0.92,8.1466,297.0,0.0,1021.74
Foggy,rain,7.76111111111111,7.76111111111111,0.96,3.2039,241.0,0.161,1020.3
Foggy,rain,2.76111111111111,2.76111111111111,0.93,3.3327,254.0,1.5456,1027.74
Partly Cloudy,rain,7.605555555555554,4.394444444444442,0.42,19.7869,22.0,15.1823,1024.72
Partly Cloudy,rain,19.96111111111112,19.96111111111112,0.63,11.0768,141.0,9.982,1012.64
Overcast,rain,8.28888888888889,5.611111111111112,0.95,16.6313,9.0,8.855,1000.88
Mostly Cloudy,rain,25.022222222222226,25.022222222222226,0.5,7.3899,316.0,16.1,1009.31
Overcast,,18.84444444444445,18.84444444444445,0.9,20.2055,280.0,9.982,1009.94
Overcast,rain,6.133333333333333,4.505555555555556,0.93,7.905100000000001,0.0,9.982,1006.86
Mostly Cloudy,snow,-0.4777777777777774,-4.78888888888889,0.7,13.9909,22.0,14.9569,1015.53
Clear,rain,10.283333333333331,10.283333333333331,0.6,6.4722,132.0,16.1,1022.29
Partly Cloudy,rain,23.522222222222226,23.522222222222226,0.48,12.88,346.0,10.0464,1009.57
Partly Cloudy,,14.516666666666667,14.516666666666667,0.87,3.3005,338.0,11.9784,1014.38
Overcast,rain,8.844444444444445,5.172222222222223,0.93,28.770700000000005,301.0,9.7566,1002.3
Mostly Cloudy,rain,2.2000000000000006,-1.2333333333333327,0.68,12.5741,32.0,10.0464,1015.51
Partly Cloudy,rain,24.8,24.8,0.53,6.8586,273.0,11.4471,1008.8
Overcast,rain,7.777777777777778,4.488888888888888,0.89,20.93,10.0,11.27,1007.9
Partly Cloudy,rain,7.377777777777778,3.416666666666666,0.8,26.9192,299.0,9.982,1013.21
Mostly Cloudy,rain,5.0,1.6000000000000014,0.93,16.1,20.0,11.27,1010.8
Partly Cloudy,rain,2.82777777777778,0.2055555555555541,0.76,9.4829,170.0,9.982,1025.38
Mostly Cloudy,,8.961111111111112,8.483333333333336,0.83,5.3291,293.0,11.2056,1010.66
Clear,rain,18.71111111111112,18.71111111111112,0.69,1.8354,310.0,9.982,1013.44
Overcast,rain,4.422222222222223,-0.2055555555555561,0.82,24.9872,280.0,9.982,1020.69
Mostly Cloudy,rain,17.811111111111114,17.811111111111114,0.38,11.640300000000002,328.0,10.3523,1021.72
Partly Cloudy,rain,13.005555555555553,13.005555555555553,0.45,14.9247,236.0,15.552600000000002,1009.26
Mostly Cloudy,rain,22.2,22.2,0.49,21.960400000000003,339.0,11.2056,1012.44
Overcast,snow,-1.1388888888888893,-1.1388888888888893,0.89,0.2898,70.0,5.9248,1028.7
Partly Cloudy,rain,23.56666666666667,23.56666666666667,0.48,8.533,264.0,11.3988,1012.98
Partly Cloudy,rain,5.555555555555555,2.0722222222222206,0.62,17.71,140.0,16.1,1007.7
Clear,snow,-11.283333333333337,-16.455555555555556,0.81,9.177,47.0,9.982,1031.87
Partly Cloudy,rain,20.05,20.05,0.63,10.143,6.0,11.0285,1011.79
Partly Cloudy,rain,31.944444444444443,30.72222222222222,0.3,4.459700000000001,42.0,10.3523,1015.72
Clear,rain,16.227777777777778,16.227777777777778,0.9,0.0,0.0,,1014.46
Partly Cloudy,rain,15.072222222222225,15.072222222222225,0.5,4.9105,202.0,11.2056,1025.73
Mostly Cloudy,rain,2.766666666666665,-1.2000000000000002,0.83,,346.0,13.7816,1018.06
Partly Cloudy,rain,18.98333333333333,18.98333333333333,0.52,3.5098000000000003,277.0,10.2557,1020.19
Mostly Cloudy,rain,30.0,28.68333333333333,0.29,4.83,300.0,9.982,1016.8
Overcast,rain,0.5555555555555556,0.5555555555555556,0.56,3.22,20.0,16.1,1027.5
Partly Cloudy,rain,14.138888888888893,14.138888888888893,0.72,3.5259,304.0,10.3523,1011.84
Overcast,rain,7.177777777777779,7.177777777777779,0.96,3.0751,240.0,4.524100000000001,1027.4
Partly Cloudy,rain,16.450000000000003,16.450000000000003,0.45,16.8084,244.0,15.552600000000002,1012.44
Mostly Cloudy,rain,0.1111111111111126,-2.638888888888889,0.92,8.162700000000001,349.0,4.025,1020.54
Overcast,snow,-2.2000000000000006,-5.661111111111111,0.96,9.0965,278.0,4.781700000000001,1027.4
Partly Cloudy,rain,9.144444444444446,7.155555555555556,0.95,12.8961,133.0,,1014.72
Mostly Cloudy,rain,3.838888888888887,0.7833333333333314,0.81,12.4292,176.0,10.706500000000002,1004.77
Overcast,rain,13.72777777777778,13.72777777777778,0.96,6.5044,19.0,14.0875,1015.26
Partly Cloudy,rain,22.56666666666667,22.56666666666667,0.71,4.1216,155.0,15.520400000000002,1017.33
Overcast,rain,12.811111111111112,12.811111111111112,0.66,10.7709,31.0,15.1823,1015.32
Clear,rain,28.63333333333334,28.277777777777786,0.4,4.6690000000000005,128.0,15.552600000000002,1020.15
Partly Cloudy,rain,24.050000000000004,24.050000000000004,0.54,4.717300000000001,323.0,11.0285,1016.54
Mostly Cloudy,rain,23.8,23.8,0.5,10.2718,349.0,10.577700000000002,1015.57
Partly Cloudy,rain,31.06666666666667,30.46111111111111,0.36,12.3648,191.0,16.1,1018.68
Partly Cloudy,rain,2.244444444444444,-0.7833333333333334,0.99,10.722600000000002,152.0,15.826300000000002,1008.38
Mostly Cloudy,rain,17.244444444444444,17.244444444444444,0.82,10.2396,253.0,10.2235,1010.63
Overcast,rain,7.827777777777779,5.3,0.89,14.6349,261.0,15.826300000000002,1009.07
Mostly Cloudy,rain,12.955555555555556,12.955555555555556,0.87,9.5312,232.0,10.7387,1000.08
Mostly Cloudy,rain,1.6666666666666667,-2.1888888888888896,0.89,14.1197,329.0,4.9427,1013.61
Partly Cloudy,rain,18.77777777777778,18.77777777777778,0.93,5.152000000000001,75.0,9.982,1017.2
Clear,rain,13.244444444444447,13.244444444444447,0.5,6.295100000000001,34.0,15.826300000000002,1023.94
Partly Cloudy,rain,17.77777777777778,17.77777777777778,0.35,14.49,350.0,9.982,1017.2
Overcast,rain,2.7777777777777777,0.5277777777777793,0.82,8.05,190.0,9.016,1021.1
Mostly Cloudy,rain,11.355555555555554,11.355555555555554,0.83,7.245,173.0,11.753,1020.27
Partly Cloudy,rain,23.55,23.55,0.8,10.2396,182.0,9.982,1009.75
Mostly Cloudy,rain,12.15,12.15,0.87,,284.0,11.0285,1017.18
,rain,32.166666666666664,31.00555555555556,0.3,18.2574,318.0,10.4006,1012.23
Partly Cloudy,rain,27.73333333333333,27.64444444444445,0.43,14.4095,318.0,10.0464,1014.72
Partly Cloudy,rain,32.22222222222222,30.633333333333333,0.26,12.5419,1.0,16.1,1017.73
Overcast,rain,22.68888888888889,22.68888888888889,0.67,10.6904,7.0,11.27,1020.83
Partly Cloudy,snow,-3.861111111111111,-8.233333333333333,0.84,11.1412,299.0,14.9086,1027.24
Mostly Cloudy,rain,17.227777777777774,17.227777777777774,0.76,10.465,350.0,11.0768,1017.96
Partly Cloudy,rain,19.86111111111111,19.86111111111111,0.94,9.66,70.0,8.9677,1017.61
Windy and Partly Cloudy,rain,7.222222222222222,2.088888888888888,0.65,43.1963,310.0,15.8746,1014.03
Overcast,rain,8.661111111111113,8.194444444444445,0.85,5.1681,317.0,6.0536,1011.22
Mostly Cloudy,rain,7.294444444444445,5.350000000000001,0.94,10.3201,160.0,5.8604,1011.44
Mostly Cloudy,rain,15.994444444444444,15.994444444444444,0.78,11.3344,293.0,11.27,1021.75
Mostly Cloudy,rain,22.2,22.2,0.68,14.1197,131.0,11.27,1011.93
Breezy and Partly Cloudy,rain,21.06111111111111,21.06111111111111,0.4,29.1893,318.0,10.3684,1017.64
Mostly Cloudy,rain,15.583333333333334,15.583333333333334,0.93,3.703,283.0,15.826300000000002,1014.31
Foggy,snow,0.0,-4.299999999999999,0.92,14.49,160.0,3.059,1014.7
Clear,rain,7.522222222222221,7.522222222222221,0.64,4.459700000000001,196.0,14.9569,
Foggy,snow,-2.805555555555556,-4.694444444444445,0.96,4.8944,167.0,1.8837,1024.33
Partly Cloudy,rain,10.838888888888889,10.838888888888889,0.78,11.9623,140.0,9.9015,1020.62
Mostly Cloudy,rain,19.688888888888886,19.688888888888886,0.86,11.3505,140.0,9.982,1015.02
Partly Cloudy,rain,15.116666666666667,15.116666666666667,0.99,3.1556,242.0,4.1216,1018.89
Overcast,rain,7.244444444444444,4.933333333333335,0.93,12.3648,326.0,11.27,1005.7
